"Replica_IO_State","Source_Host","Source_User","Source_Port","Connect_Retry","Source_Log_File","Read_Source_Log_Pos","Relay_Log_File","Relay_Log_Pos","Relay_Source_Log_File","Replica_IO_Running","Replica_SQL_Running","Replicate_Do_DB","Replicate_Ignore_DB","Replicate_Do_Table","Replicate_Ignore_Table","Replicate_Wild_Do_Table","Replicate_Wild_Ignore_Table","Last_Errno","Last_Error","Skip_Counter","Exec_Source_Log_Pos","Relay_Log_Space","Until_Condition","Until_Log_File","Until_Log_Pos","Source_SSL_Allowed","Source_SSL_CA_File","Source_SSL_CA_Path","Source_SSL_Cert","Source_SSL_Cipher","Source_SSL_Key","Seconds_Behind_Source","Source_SSL_Verify_Server_Cert","Last_IO_Errno","Last_IO_Error","Last_SQL_Errno","Last_SQL_Error","Replicate_Ignore_Server_Ids","Source_Server_Id","Source_UUID","Source_Info_File","SQL_Delay","SQL_Remaining_Delay","Replica_SQL_Running_State","Source_Retry_Count","Source_Bind","Last_IO_Error_Timestamp","Last_SQL_Error_Timestamp","Source_SSL_Crl","Source_SSL_Crlpath","Retrieved_Gtid_Set","Executed_Gtid_Set","Auto_Position","Replicate_Rewrite_DB","Channel_Name","Source_TLS_Version","Source_public_key_path","Get_Source_public_key","Network_Namespace"
Waiting for source to send event,mysql_master_2,repl2,3306,60,"1.000004",897,"5f4acc3edc17-relay-bin.000005",1097,"1.000004",Yes,Yes,"","","","","","",0,"",0,897,1514,None,"",0,Yes,"","","","","",0,No,0,"",0,"","",2,b90f8742-fabc-11f0-a7d9-da3787a135fb,mysql.slave_master_info,0,,Replica has read all relay log; waiting for more updates,86400,"","","","","","","",0,"","","","",0,""
