"pid","status","receive_start_lsn","receive_start_tli","written_lsn","flushed_lsn","received_tli","last_msg_send_time","last_msg_receipt_time","latest_end_lsn","latest_end_time","slot_name","sender_host","sender_port","conninfo"
26,streaming,"0/3000000",1,"0/303F270","0/303F270",1,2026-01-26 15:15:34.066 +0300,2026-01-26 15:15:34.066 +0300,"0/303F270",2026-01-26 15:07:02.860 +0300,replica_slot,postgres-master,5432,user=replicator password=******** channel_binding=prefer dbname=replication host=postgres-master port=5432 application_name=postgres-slave fallback_application_name=walreceiver sslmode=prefer sslnegotiation=postgres sslcompression=0 sslcertmode=allow sslsni=1 ssl_min_protocol_version=TLSv1.2 gssencmode=prefer krbsrvname=postgres gssdelegation=0 target_session_attrs=any load_balance_hosts=disable
